Node Number, Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ], X [ m ], Y [ m ], Z [ m ]
527, 1.71562672e+00, 2.93266968e+02, 9.33403671e-02, 4.37624380e-03, 8.83508250e-02, -2.97893323e-02, 2.60478354e+00, 1.50000000e+00, 2.18259245e-01
528, 1.71459317e+00, 2.93219757e+02, 1.74653128e-01, 1.69806570e-01, -1.52391540e-02, -3.79105546e-02, 2.56894898e+00, 1.50000000e+00, 2.80355453e-01
529, 1.71552539e+00, 2.93287231e+02, 1.46205857e-01, -6.51864186e-02, 1.27393574e-01, -2.99626570e-02, 2.60092902e+00, 1.50000000e+00, 1.89421296e-01
530, 1.71121764e+00, 2.93261810e+02, 6.49434626e-02, -3.12664546e-04, 5.83644919e-02, -2.84805447e-02, 2.50638080e+00, 1.50000000e+00, 2.04070941e-01
531, 1.71497238e+00, 2.93285980e+02, 2.27598712e-01, -1.44251406e-01, 1.73871130e-01, -2.75959130e-02, 2.59410095e+00, 1.50000000e+00, 1.61202639e-01
532, 1.71596086e+00, 2.93301270e+02, 2.16347665e-01, -1.27340376e-01, 1.72757730e-01, -2.73038764e-02, 2.62826443e+00, 1.50000000e+00, 1.70450971e-01
533, 1.71517622e+00, 2.93271729e+02, 4.38225567e-01, -3.35945427e-01, 2.80771196e-01, -1.87047757e-02, 2.58781528e+00, 1.50000000e+00, 8.36399719e-02
534, 1.71645963e+00, 2.93293152e+02, 4.01547343e-01, -2.96736419e-01, 2.69856840e-01, -1.91061031e-02, 2.63335276e+00, 1.50000000e+00, 1.02672309e-01
535, 1.71785951e+00, 2.93150024e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.54608393e+00, 1.50000000e+00, 0.00000000e+00
536, 1.71482241e+00, 2.93283936e+02, 3.86311144e-01, -2.92450011e-01, 2.51794696e-01, -1.75709333e-02, 2.54383922e+00, 1.50000000e+00, 1.13179207e-01
537, 1.71783543e+00, 2.93154938e+02, 1.45654744e-02, -1.12933032e-02, 9.16495454e-03, -7.86097604e-04, 2.53687763e+00, 1.50000000e+00, 3.90941463e-03
538, 1.71790802e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.53588033e+00, 1.50000000e+00, 0.00000000e+00
539, 1.71792579e+00, 2.93149963e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.53329968e+00, 1.50000000e+00, 0.00000000e+00
540, 1.71902382e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.43935156e+00, 1.50000000e+00, 0.00000000e+00
541, 1.71768212e+00, 2.93156403e+02, 1.50823966e-02, -1.21190352e-02, 8.95693805e-03, -6.17208541e-04, 2.52971125e+00, 1.50000000e+00, 6.15897868e-03
542, 1.71560955e+00, 2.93231628e+02, 1.92505777e-01, -1.54682592e-01, 1.14322826e-01, -7.87780713e-03, 2.41947651e+00, 1.50000000e+00, 7.86107779e-02
543, 1.71342635e+00, 2.93278687e+02, 3.24205190e-01, -2.51249254e-01, 2.04525501e-01, -1.23349866e-02, 2.45137119e+00, 1.50000000e+00, 1.21707909e-01
544, 1.71505225e+00, 2.93272400e+02, 2.99394220e-01, -2.38701776e-01, 1.80467173e-01, -9.48560517e-03, 2.40197587e+00, 1.50000000e+00, 1.23270757e-01
545, 1.71097708e+00, 2.93261963e+02, 8.67685527e-02, -3.52200828e-02, 7.49998838e-02, -2.57554911e-02, 2.48480439e+00, 1.50000000e+00, 1.90945029e-01
546, 1.71116722e+00, 2.93262299e+02, 9.02216658e-02, -3.35338004e-02, 7.90742338e-02, -2.76169963e-02, 2.50734043e+00, 1.50000000e+00, 1.92539260e-01
547, 1.71067417e+00, 2.93259460e+02, 6.08382151e-02, 3.82572925e-03, 5.34308143e-02, -2.88409423e-02, 2.49818921e+00, 1.50000000e+00, 2.04579651e-01
548, 1.71800351e+00, 2.93308472e+02, 1.28582582e-01, -1.78201925e-02, 1.25451595e-01, -2.18590684e-02, 2.70900774e+00, 1.50000000e+00, 2.14558527e-01
549, 1.71632266e+00, 2.93282166e+02, 1.12536952e-01, -2.10053995e-02, 1.07666925e-01, -2.51231454e-02, 2.62793541e+00, 1.50000000e+00, 2.07669824e-01
550, 1.71699357e+00, 2.93241150e+02, 1.54815987e-01, 1.50525272e-01, 2.44480595e-02, -2.66912580e-02, 2.66533804e+00, 1.50000000e+00, 2.76235580e-01
551, 1.71621966e+00, 2.93219849e+02, 1.96814358e-01, 1.94072068e-01, -4.99671046e-03, -3.23567316e-02, 2.64075685e+00, 1.50000000e+00, 2.94169515e-01
552, 1.71155238e+00, 2.93216919e+02, 2.91562021e-01, 2.90564418e-01, 5.74345887e-03, -2.34039333e-02, 2.82716799e+00, 1.50000000e+00, 3.76457483e-01
553, 1.70834744e+00, 2.93231567e+02, 3.23542476e-01, 3.22016418e-01, 1.73206646e-02, -2.61755921e-02, 2.89347720e+00, 1.50000000e+00, 4.03470069e-01
554, 1.71004581e+00, 2.93211121e+02, 3.15960675e-01, 3.13987851e-01, 8.12701974e-03, -3.43034342e-02, 2.82101822e+00, 1.50000000e+00, 3.98761958e-01
555, 1.70782542e+00, 2.93228882e+02, 3.32463294e-01, 3.30577195e-01, 1.79893561e-02, -3.04458477e-02, 2.88942742e+00, 1.50000000e+00, 4.11692828e-01
556, 1.70754957e+00, 2.93229675e+02, 3.33455950e-01, 3.31560224e-01, 1.93257350e-02, -2.97858771e-02, 2.89635324e+00, 1.50000000e+00, 4.12776500e-01
557, 1.71139145e+00, 2.93211487e+02, 3.02712083e-01, 3.01089287e-01, 1.14373444e-03, -3.12815756e-02, 2.80093575e+00, 1.50000000e+00, 3.86450738e-01
558, 1.71348298e+00, 2.93290527e+02, 1.74373090e-01, 1.61139280e-01, 6.66116327e-02, 1.73143821e-03, 2.89802647e+00, 1.50000000e+00, 2.96029031e-01
559, 1.71053123e+00, 2.93269135e+02, 2.39474028e-01, 2.34767467e-01, 4.71585542e-02, -2.84892833e-03, 2.93849087e+00, 1.50000000e+00, 3.39933008e-01
560, 1.71690011e+00, 2.93333527e+02, 1.38407558e-01, 3.40600535e-02, 1.33350909e-01, -1.46321692e-02, 2.83907151e+00, 1.50000000e+00, 2.37137347e-01
561, 1.71695471e+00, 2.93255829e+02, 1.70712680e-01, 1.66889876e-01, 3.32076661e-02, -1.37054715e-02, 2.76529956e+00, 1.50000000e+00, 2.89238572e-01
562, 1.71748447e+00, 2.93289948e+02, 1.08661249e-01, 5.59591651e-02, 9.13504437e-02, -1.81916095e-02, 2.74435830e+00, 1.50000000e+00, 2.47408062e-01
563, 1.71607542e+00, 2.93246857e+02, 1.99187577e-01, 1.97054639e-01, 2.55684052e-02, -1.38353407e-02, 2.78373623e+00, 1.50000000e+00, 3.04989934e-01
564, 1.71667910e+00, 2.93240295e+02, 1.88748926e-01, 1.87009156e-01, 1.52908992e-02, -2.04919707e-02, 2.72412682e+00, 1.50000000e+00, 2.96890885e-01
565, 1.71357989e+00, 2.93265076e+02, 2.16344327e-01, 2.12907657e-01, 3.82261910e-02, -3.73566104e-03, 2.87886357e+00, 1.50000000e+00, 3.18768084e-01
566, 1.71553898e+00, 2.93216309e+02, 2.21849963e-01, 2.19548658e-01, -7.34915771e-03, -3.10125835e-02, 2.66950440e+00, 1.50000000e+00, 3.14255983e-01
567, 1.71571684e+00, 2.93240204e+02, 2.13600636e-01, 2.11507171e-01, 2.01890636e-02, -2.19624527e-02, 2.76002598e+00, 1.50000000e+00, 3.17941308e-01
568, 1.71209407e+00, 2.93201660e+02, 3.02167654e-01, 2.98860878e-01, -7.06341863e-03, -4.40179184e-02, 2.72871590e+00, 1.50000000e+00, 3.86916995e-01
569, 1.71332037e+00, 2.93207367e+02, 2.71357954e-01, 2.68352330e-01, -6.62289327e-03, -3.97277251e-02, 2.70731068e+00, 1.50000000e+00, 3.61591816e-01
570, 1.71207976e+00, 2.93200500e+02, 3.02696705e-01, 2.98780560e-01, -1.01421811e-02, -4.74617556e-02, 2.70678139e+00, 1.50000000e+00, 3.90412539e-01
571, 1.71405780e+00, 2.93199921e+02, 2.68641859e-01, 2.63187110e-01, -2.74020359e-02, -4.63695414e-02, 2.61750340e+00, 1.50000000e+00, 3.48830611e-01
572, 1.71402526e+00, 2.93199646e+02, 2.69642979e-01, 2.64123529e-01, -2.78078616e-02, -4.66134027e-02, 2.61664391e+00, 1.50000000e+00, 3.49606484e-01
573, 1.71402705e+00, 2.93200104e+02, 2.67279565e-01, 2.61777014e-01, -2.75139790e-02, -4.64127809e-02, 2.61546493e+00, 1.50000000e+00, 3.47884417e-01
574, 1.71275306e+00, 2.93197266e+02, 2.73907036e-01, 2.65687674e-01, -3.62507254e-02, -5.58660068e-02, 2.55494738e+00, 1.50000000e+00, 3.66905540e-01
575, 1.71285057e+00, 2.93199219e+02, 2.64545768e-01, 2.56572187e-01, -3.45218703e-02, -5.44373505e-02, 2.55481720e+00, 1.50000000e+00, 3.59065711e-01
576, 1.71337986e+00, 2.93216003e+02, 1.81881160e-01, 1.75384253e-01, -2.38080192e-02, -4.18843701e-02, 2.53878069e+00, 1.50000000e+00, 2.86882669e-01
577, 1.71277463e+00, 2.93197479e+02, 2.72497892e-01, 2.64238924e-01, -3.67368646e-02, -5.55274822e-02, 2.55233979e+00, 1.50000000e+00, 3.65749180e-01
578, 1.71279252e+00, 2.93206543e+02, 2.21665800e-01, 2.12094992e-01, -4.48289812e-02, -4.62796092e-02, 2.49236608e+00, 1.50000000e+00, 3.17734480e-01
579, 1.71088266e+00, 2.93252136e+02, 5.88513575e-02, 3.07984129e-02, 3.97555605e-02, -3.05685401e-02, 2.49767351e+00, 1.50000000e+00, 2.19426125e-01
580, 1.71041512e+00, 2.93256317e+02, 5.54898232e-02, 1.44918859e-02, 4.52668369e-02, -2.86359787e-02, 2.49193716e+00, 1.50000000e+00, 2.09555060e-01
581, 1.71400154e+00, 2.93199615e+02, 2.70118058e-01, 2.64603257e-01, -2.76253633e-02, -4.67516407e-02, 2.61722851e+00, 1.50000000e+00, 3.50150019e-01
582, 1.71375334e+00, 2.93199158e+02, 2.72796273e-01, 2.67133266e-01, -2.67879982e-02, -4.83739600e-02, 2.61505413e+00, 1.50000000e+00, 3.55177999e-01
583, 1.71061468e+00, 2.93193939e+02, 3.08032662e-01, 3.00044090e-01, -1.55519340e-02, -6.79397807e-02, 2.59511256e+00, 1.50000000e+00, 4.17879045e-01
584, 1.71043611e+00, 2.93194214e+02, 3.10837269e-01, 3.03008080e-01, -1.36959096e-02, -6.79582581e-02, 2.60433984e+00, 1.50000000e+00, 4.21952546e-01
585, 1.71080017e+00, 2.93197723e+02, 3.10830444e-01, 3.04826021e-01, -9.84256901e-03, -5.99982217e-02, 2.65645981e+00, 1.50000000e+00, 4.13500905e-01
586, 1.71304762e+00, 2.93202026e+02, 2.85739690e-01, 2.81392246e-01, -1.53496033e-02, -4.72224616e-02, 2.66328573e+00, 1.50000000e+00, 3.72684658e-01
587, 1.71216035e+00, 2.93196136e+02, 2.83313066e-01, 2.75283366e-01, -3.08239665e-02, -5.94579130e-02, 2.56463599e+00, 1.50000000e+00, 3.81177306e-01
588, 1.71053123e+00, 2.93193604e+02, 3.07649702e-01, 2.99502552e-01, -1.59740001e-02, -6.84936792e-02, 2.59043789e+00, 1.50000000e+00, 4.19876605e-01
589, 1.71090221e+00, 2.93193176e+02, 3.00679833e-01, 2.91207761e-01, -2.34910809e-02, -7.10955784e-02, 2.53069830e+00, 1.50000000e+00, 4.17891443e-01
590, 1.71102595e+00, 2.93193146e+02, 2.98081070e-01, 2.88075596e-01, -2.61813812e-02, -7.19674677e-02, 2.50987434e+00, 1.50000000e+00, 4.17283028e-01
591, 1.71267307e+00, 2.93197021e+02, 2.75532633e-01, 2.67256498e-01, -3.57457809e-02, -5.66959754e-02, 2.55473685e+00, 1.50000000e+00, 3.69165301e-01
592, 1.71273911e+00, 2.93197113e+02, 2.74796188e-01, 2.66489685e-01, -3.62659097e-02, -5.64000905e-02, 2.55306602e+00, 1.50000000e+00, 3.68245661e-01
593, 1.71109259e+00, 2.93193207e+02, 2.97311157e-01, 2.87304103e-01, -2.67067328e-02, -7.16730207e-02, 2.50815272e+00, 1.50000000e+00, 4.16368157e-01
594, 1.71114266e+00, 2.93193634e+02, 2.94732094e-01, 2.84835726e-01, -2.72674114e-02, -7.06548765e-02, 2.50779462e+00, 1.50000000e+00, 4.13417697e-01
595, 1.71113348e+00, 2.93193268e+02, 2.96655476e-01, 2.86584049e-01, -2.71332152e-02, -7.16787130e-02, 2.50516415e+00, 1.50000000e+00, 4.16187555e-01
596, 1.71227574e+00, 2.93199097e+02, 2.50518143e-01, 2.39492923e-01, -4.77842465e-02, -5.58492988e-02, 2.44954348e+00, 1.50000000e+00, 3.62515807e-01
597, 1.71216893e+00, 2.93195679e+02, 2.68812090e-01, 2.56563038e-01, -4.61457893e-02, -6.56194985e-02, 2.42629647e+00, 1.50000000e+00, 3.89156967e-01
598, 1.71560216e+00, 2.93246460e+02, 1.85304239e-01, -1.71811938e-01, 6.84319139e-02, -1.16356742e-02, 2.23080754e+00, 1.50000000e+00, 1.49266481e-01
599, 1.71564484e+00, 2.93255890e+02, 2.34098285e-01, -2.09858581e-01, 1.03309542e-01, -9.40851867e-03, 2.26094794e+00, 1.50000000e+00, 1.29291967e-01
600, 1.71532917e+00, 2.93248688e+02, 2.96661168e-01, -2.65101433e-01, 1.32721379e-01, -1.06823361e-02, 2.23412395e+00, 1.50000000e+00, 1.04239531e-01
601, 1.71610475e+00, 2.93215973e+02, 1.71233892e-01, -1.52699634e-01, 7.71849155e-02, -6.80869725e-03, 2.26688528e+00, 1.50000000e+00, 7.75995627e-02
602, 1.71319878e+00, 2.93171112e+02, 8.46736729e-02, -7.59101659e-02, 3.74272279e-02, -2.54563661e-03, 2.17368126e+00, 1.50000000e+00, 1.61056295e-02
603, 1.71387208e+00, 2.93149963e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.20084071e+00, 1.50000000e+00, 0.00000000e+00
604, 1.71263981e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.15892482e+00, 1.50000000e+00, 0.00000000e+00
605, 1.71745682e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.36470270e+00, 1.50000000e+00, 0.00000000e+00
606, 1.71646595e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.30357718e+00, 1.50000000e+00, 0.00000000e+00
607, 1.71502876e+00, 2.93262451e+02, 2.77207375e-01, -2.36064136e-01, 1.44885361e-01, -1.12195630e-02, 2.32232475e+00, 1.50000000e+00, 1.19966581e-01
608, 1.71702719e+00, 2.93191193e+02, 1.12041913e-01, -8.73674676e-02, 7.01406971e-02, -7.74028304e-04, 2.33062220e+00, 1.50000000e+00, 4.70988080e-02
609, 1.71424150e+00, 2.93245483e+02, 3.16650756e-02, -8.58796015e-03, 2.73084529e-02, -1.35341119e-02, 2.37619305e+00, 1.50000000e+00, 2.10501462e-01
610, 1.71574223e+00, 2.93235474e+02, 5.20867184e-02, -4.90465611e-02, -5.23138326e-03, -1.67360008e-02, 2.22311831e+00, 1.50000000e+00, 2.07887754e-01
611, 1.71345890e+00, 2.93236115e+02, 1.25044674e-01, -1.21344708e-01, 2.43852045e-02, -1.78043693e-02, 2.17787170e+00, 1.50000000e+00, 1.76265165e-01
612, 1.71110344e+00, 2.93211029e+02, 9.77008939e-02, 6.86027855e-02, -5.59088029e-02, -4.13923673e-02, 2.15804458e+00, 1.50000000e+00, 2.74751991e-01
613, 1.71438229e+00, 2.93240265e+02, 3.85038033e-02, 3.54943499e-02, -7.10983761e-03, -1.31203756e-02, 2.35858417e+00, 1.50000000e+00, 2.27587789e-01
614, 1.71409762e+00, 2.93236298e+02, 6.29982874e-02, 5.84978461e-02, -1.80117451e-02, -1.49118397e-02, 2.36742997e+00, 1.50000000e+00, 2.36391082e-01
615, 1.71368742e+00, 2.93236908e+02, 6.39106855e-02, 5.97268268e-02, -1.54926572e-02, -1.66511089e-02, 2.37912226e+00, 1.50000000e+00, 2.36661598e-01
616, 1.71440578e+00, 2.93234619e+02, 6.13387153e-02, 5.51993102e-02, -2.26682927e-02, -1.41993966e-02, 2.34771991e+00, 1.50000000e+00, 2.38116264e-01
617, 1.71542048e+00, 2.93240662e+02, 1.24867447e-01, -1.15163997e-01, 4.66184989e-02, -1.24839060e-02, 2.25927973e+00, 1.50000000e+00, 1.72770739e-01
618, 1.71543026e+00, 2.93225647e+02, 6.43838719e-02, 4.58528474e-02, -4.14096341e-02, -1.81119256e-02, 2.27177525e+00, 1.50000000e+00, 2.47157037e-01
619, 1.71380734e+00, 2.93246704e+02, 2.47868732e-01, -2.26861954e-01, 9.87947360e-02, -1.45656532e-02, 2.19132328e+00, 1.50000000e+00, 1.24940120e-01
620, 1.71224880e+00, 2.93177307e+02, 6.91080242e-02, -6.55342340e-02, 2.10060142e-02, -6.31907117e-03, 2.14702058e+00, 1.50000000e+00, 4.06715684e-02
621, 1.70991254e+00, 2.93210571e+02, 9.83022302e-02, 6.77423179e-02, -5.63091263e-02, -4.36301418e-02, 2.14296937e+00, 1.50000000e+00, 2.75349796e-01
622, 1.71102369e+00, 2.93210968e+02, 9.59540829e-02, 6.68184161e-02, -5.49102649e-02, -4.15613689e-02, 2.15633821e+00, 1.50000000e+00, 2.73996949e-01
623, 1.71103394e+00, 2.93210602e+02, 9.99736786e-02, 7.08182007e-02, -5.68788387e-02, -4.17650193e-02, 2.15709186e+00, 1.50000000e+00, 2.75910050e-01
624, 1.71098948e+00, 2.93210510e+02, 1.00397281e-01, 7.12317675e-02, -5.69870807e-02, -4.19299789e-02, 2.15643287e+00, 1.50000000e+00, 2.76187450e-01
625, 1.71399081e+00, 2.93210785e+02, 1.47054866e-01, 1.28961295e-01, -5.99296018e-02, -3.74507755e-02, 2.26865554e+00, 1.50000000e+00, 2.96112031e-01
626, 1.71348047e+00, 2.93204346e+02, 1.84048966e-01, 1.65782481e-01, -6.60721064e-02, -4.49963249e-02, 2.29029846e+00, 1.50000000e+00, 3.16390097e-01
627, 1.71332288e+00, 2.93202820e+02, 1.88146397e-01, 1.69538200e-01, -6.59784973e-02, -4.79864404e-02, 2.27002978e+00, 1.50000000e+00, 3.27228993e-01
628, 1.71289480e+00, 2.93198425e+02, 2.39130408e-01, 2.24254608e-01, -5.94410598e-02, -5.79653606e-02, 2.35312366e+00, 1.50000000e+00, 3.62173527e-01
629, 1.71411967e+00, 2.93232391e+02, 7.83322901e-02, 7.26410821e-02, -2.37514228e-02, -1.71781965e-02, 2.36693168e+00, 1.50000000e+00, 2.46450186e-01
630, 1.71266043e+00, 2.93208099e+02, 1.97918251e-01, 1.85701579e-01, -5.74230850e-02, -3.72712649e-02, 2.40736151e+00, 1.50000000e+00, 3.07446629e-01
631, 1.71185541e+00, 2.93219696e+02, 1.57341257e-01, 1.48967266e-01, -3.70614454e-02, -3.45177688e-02, 2.43011379e+00, 1.50000000e+00, 2.81604588e-01
632, 1.71313453e+00, 2.93208771e+02, 2.01903030e-01, 1.91402972e-01, -5.04490510e-02, -3.98073643e-02, 2.44786692e+00, 1.50000000e+00, 3.07535052e-01
633, 1.71109724e+00, 2.93210785e+02, 9.98328105e-02, 7.09004179e-02, -5.67827411e-02, -4.14178707e-02, 2.15926552e+00, 1.50000000e+00, 2.75696546e-01
634, 1.71319079e+00, 2.93203857e+02, 1.78015053e-01, 1.58364400e-01, -6.68332651e-02, -4.62967716e-02, 2.25256634e+00, 1.50000000e+00, 3.18178117e-01
635, 1.71102965e+00, 2.93210480e+02, 1.00757457e-01, 7.16968998e-02, -5.70776090e-02, -4.18779887e-02, 2.15737748e+00, 1.50000000e+00, 2.76532501e-01
636, 1.70744812e+00, 2.93200104e+02, 2.24155396e-01, 2.01877534e-01, -6.39234856e-02, -7.35179558e-02, 2.18932462e+00, 1.50000000e+00, 3.85478377e-01
637, 1.71087861e+00, 2.93209991e+02, 1.05612278e-01, 7.74296820e-02, -5.72981983e-02, -4.33072113e-02, 2.15876365e+00, 1.50000000e+00, 2.81523317e-01
638, 1.71040881e+00, 2.93201416e+02, 2.06453070e-01, 1.86184689e-01, -6.49419427e-02, -6.11610599e-02, 2.22505140e+00, 1.50000000e+00, 3.57991576e-01
639, 1.71251225e+00, 2.93197571e+02, 2.44349554e-01, 2.29511395e-01, -5.70780002e-02, -6.14274032e-02, 2.34550333e+00, 1.50000000e+00, 3.75131965e-01
640, 1.71290004e+00, 2.93197906e+02, 2.41686955e-01, 2.26914868e-01, -5.84377423e-02, -5.92221022e-02, 2.35238981e+00, 1.50000000e+00, 3.67391109e-01
641, 1.71236992e+00, 2.93196838e+02, 2.50992954e-01, 2.36781523e-01, -5.29625416e-02, -6.42413124e-02, 2.35844207e+00, 1.50000000e+00, 3.85365874e-01
642, 1.71287143e+00, 2.93197693e+02, 2.44275391e-01, 2.29824349e-01, -5.76430596e-02, -5.94012998e-02, 2.36231327e+00, 1.50000000e+00, 3.67963135e-01
643, 1.71048236e+00, 2.93193848e+02, 2.81788260e-01, 2.67433941e-01, -3.56346294e-02, -8.13258290e-02, 2.37525892e+00, 1.50000000e+00, 4.41939741e-01
644, 1.70949936e+00, 2.93195251e+02, 2.70309895e-01, 2.54177213e-01, -4.31618690e-02, -8.12308192e-02, 2.31526375e+00, 1.50000000e+00, 4.36230093e-01
645, 1.71085191e+00, 2.93193848e+02, 2.81878442e-01, 2.68344283e-01, -3.57402712e-02, -7.85457045e-02, 2.38961792e+00, 1.50000000e+00, 4.36079055e-01
646, 1.71284854e+00, 2.93197968e+02, 2.40429118e-01, 2.25420818e-01, -5.94044551e-02, -5.88449463e-02, 2.34738088e+00, 1.50000000e+00, 3.65360141e-01
647, 1.71264791e+00, 2.93202393e+02, 2.29062378e-01, 2.17782766e-01, -5.15157916e-02, -4.88503650e-02, 2.42404222e+00, 1.50000000e+00, 3.45301360e-01
648, 1.70956516e+00, 2.93196106e+02, 2.61324376e-01, 2.44323149e-01, -4.82356474e-02, -7.91830197e-02, 2.28966784e+00, 1.50000000e+00, 4.27694947e-01
649, 1.71039987e+00, 2.93197937e+02, 2.43047610e-01, 2.24927768e-01, -5.90827093e-02, -7.06319734e-02, 2.27701902e+00, 1.50000000e+00, 3.88911963e-01
650, 1.70809650e+00, 2.93198792e+02, 2.37211108e-01, 2.16206506e-01, -6.15747571e-02, -7.57126436e-02, 2.21200490e+00, 1.50000000e+00, 3.95795912e-01
651, 1.70660281e+00, 2.93199066e+02, 2.38555506e-01, 2.16206491e-01, -6.28887340e-02, -7.87939653e-02, 2.18905115e+00, 1.50000000e+00, 4.02015954e-01
652, 1.71090031e+00, 2.93210388e+02, 1.01732664e-01, 7.26927370e-02, -5.72171099e-02, -4.23261672e-02, 2.15587449e+00, 1.50000000e+00, 2.77656049e-01
653, 1.70611024e+00, 2.93200317e+02, 2.26516083e-01, 2.03026474e-01, -6.57076389e-02, -7.59756342e-02, 2.17022181e+00, 1.50000000e+00, 3.90055954e-01
654, 1.70322502e+00, 2.93273254e+02, 3.94346178e-01, 3.82728785e-01, 4.29191999e-02, -8.47675577e-02, 2.84926295e+00, 1.50000000e+00, 5.04934788e-01
655, 1.70195758e+00, 2.93312683e+02, 3.77736211e-01, 3.71487528e-01, 4.14303876e-02, -5.44535443e-02, 2.93902421e+00, 1.50000000e+00, 4.80142772e-01
656, 1.70152760e+00, 2.93373871e+02, 4.02198941e-01, 3.88028562e-01, 5.42940125e-02, -9.08295289e-02, 2.86896110e+00, 1.50000000e+00, 5.25470257e-01
657, 1.70247245e+00, 2.93370605e+02, 3.97690177e-01, 3.83591354e-01, 4.86275181e-02, -9.30081010e-02, 2.84775400e+00, 1.50000000e+00, 5.19854069e-01
658, 1.70608258e+00, 2.93242401e+02, 3.56085539e-01, 3.51305008e-01, 2.84999497e-02, -5.06896302e-02, 2.87975144e+00, 1.50000000e+00, 4.46887970e-01
659, 1.70595622e+00, 2.93266510e+02, 3.50956798e-01, 3.46011996e-01, 2.17961259e-02, -5.45095429e-02, 2.84024858e+00, 1.50000000e+00, 4.50345337e-01
660, 1.70377195e+00, 2.93260223e+02, 3.96296561e-01, 3.82897258e-01, 4.32803445e-02, -9.25605223e-02, 2.82499599e+00, 1.50000000e+00, 5.13959289e-01
661, 1.70652068e+00, 2.93225891e+02, 3.67949963e-01, 3.57501924e-01, 2.54134275e-02, -8.32688734e-02, 2.77147245e+00, 1.50000000e+00, 4.90875363e-01
662, 1.70616889e+00, 2.93240234e+02, 3.59701842e-01, 3.52373928e-01, 2.14163661e-02, -6.89881742e-02, 2.80016947e+00, 1.50000000e+00, 4.71980423e-01
663, 1.70710444e+00, 2.93209351e+02, 3.52687836e-01, 3.45467746e-01, 1.71664488e-02, -6.88916743e-02, 2.77508807e+00, 1.50000000e+00, 4.66225356e-01
664, 1.70906043e+00, 2.93208008e+02, 3.31351936e-01, 3.27339292e-01, 1.16532817e-02, -5.00729233e-02, 2.79822206e+00, 1.50000000e+00, 4.28261101e-01
665, 1.70781946e+00, 2.93203583e+02, 3.46095473e-01, 3.37678015e-01, 1.01852687e-02, -7.51790255e-02, 2.70899725e+00, 1.50000000e+00, 4.67662901e-01
666, 1.70714211e+00, 2.93205139e+02, 3.54551822e-01, 3.46275926e-01, 1.76210627e-02, -7.40909204e-02, 2.75258207e+00, 1.50000000e+00, 4.71883088e-01
667, 1.70703733e+00, 2.93197205e+02, 3.64840418e-01, 3.53951901e-01, 1.72674730e-02, -8.67664218e-02, 2.69936442e+00, 1.50000000e+00, 4.96973783e-01
668, 1.70695305e+00, 2.93200165e+02, 3.66560876e-01, 3.55400592e-01, 1.83471330e-02, -8.78673941e-02, 2.70266438e+00, 1.50000000e+00, 4.99266893e-01
669, 1.70700777e+00, 2.93198578e+02, 3.66162986e-01, 3.54973584e-01, 1.79106407e-02, -8.80243555e-02, 2.69923973e+00, 1.50000000e+00, 4.99726087e-01
670, 1.71023619e+00, 2.93201202e+02, 3.23314369e-01, 3.18576515e-01, 2.37962138e-03, -5.50955385e-02, 2.74202561e+00, 1.50000000e+00, 4.17468876e-01
671, 1.71110845e+00, 2.93199799e+02, 3.13961685e-01, 3.09561282e-01, -3.86844995e-03, -5.22377193e-02, 2.71940327e+00, 1.50000000e+00, 4.05789852e-01
672, 1.69308984e+00, 2.93470062e+02, 4.53086793e-01, 4.32491839e-01, 9.31592137e-02, -9.77742523e-02, 2.92289543e+00, 1.50000000e+00, 6.26640320e-01
673, 1.70222449e+00, 2.93347626e+02, 4.17363614e-01, 4.00313616e-01, 5.84191605e-02, -1.02608927e-01, 2.84566307e+00, 1.50000000e+00, 5.41033745e-01
674, 1.70055079e+00, 2.93405640e+02, 4.38592046e-01, 4.17014718e-01, 6.88216016e-02, -1.17155060e-01, 2.83308578e+00, 1.50000000e+00, 5.78996062e-01
675, 1.69768047e+00, 2.93378540e+02, 4.60938126e-01, 4.38697726e-01, 7.70038515e-02, -1.18653521e-01, 2.85785198e+00, 1.50000000e+00, 6.01734936e-01
